date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend
20250225,2025-02-25,2025,1,2,February,9,25,3,Tuesday,False
20250226,2025-02-26,2025,1,2,February,9,26,4,Wednesday,False
20250227,2025-02-27,2025,1,2,February,9,27,5,Thursday,False
20250228,2025-02-28,2025,1,2,February,9,28,6,Friday,False
20250301,2025-03-01,2025,1,3,March,9,1,7,Saturday,True
20250302,2025-03-02,2025,1,3,March,10,2,1,Sunday,True
20250303,2025-03-03,2025,1,3,March,10,3,2,Monday,False
20250304,2025-03-04,2025,1,3,March,10,4,3,Tuesday,False
20250305,2025-03-05,2025,1,3,March,10,5,4,Wednesday,False
20250306,2025-03-06,2025,1,3,March,10,6,5,Thursday,False
20250307,2025-03-07,2025,1,3,March,10,7,6,Friday,False
20250308,2025-03-08,2025,1,3,March,10,8,7,Saturday,True
20250309,2025-03-09,2025,1,3,March,11,9,1,Sunday,True
20250310,2025-03-10,2025,1,3,March,11,10,2,Monday,False
20250311,2025-03-11,2025,1,3,March,11,11,3,Tuesday,False
20250312,2025-03-12,2025,1,3,March,11,12,4,Wednesday,False
20250313,2025-03-13,2025,1,3,March,11,13,5,Thursday,False
20250314,2025-03-14,2025,1,3,March,11,14,6,Friday,False
20250315,2025-03-15,2025,1,3,March,11,15,7,Saturday,True
20250316,2025-03-16,2025,1,3,March,12,16,1,Sunday,True
20250317,2025-03-17,2025,1,3,March,12,17,2,Monday,False
20250318,2025-03-18,2025,1,3,March,12,18,3,Tuesday,False
20250319,2025-03-19,2025,1,3,March,12,19,4,Wednesday,False
20250320,2025-03-20,2025,1,3,March,12,20,5,Thursday,False
20250321,2025-03-21,2025,1,3,March,12,21,6,Friday,False
20250322,2025-03-22,2025,1,3,March,12,22,7,Saturday,True
20250323,2025-03-23,2025,1,3,March,13,23,1,Sunday,True
20250324,2025-03-24,2025,1,3,March,13,24,2,Monday,False
20250325,2025-03-25,2025,1,3,March,13,25,3,Tuesday,False
20250326,2025-03-26,2025,1,3,March,13,26,4,Wednesday,False
20250327,2025-03-27,2025,1,3,March,13,27,5,Thursday,False
20250328,2025-03-28,2025,1,3,March,13,28,6,Friday,False
20250329,2025-03-29,2025,1,3,March,13,29,7,Saturday,True
20250330,2025-03-30,2025,1,3,March,14,30,1,Sunday,True
20250331,2025-03-31,2025,1,3,March,14,31,2,Monday,False
20250401,2025-04-01,2025,2,4,April,14,1,3,Tuesday,False
20250402,2025-04-02,2025,2,4,April,14,2,4,Wednesday,False
20250403,2025-04-03,2025,2,4,April,14,3,5,Thursday,False
20250404,2025-04-04,2025,2,4,April,14,4,6,Friday,False
20250405,2025-04-05,2025,2,4,April,14,5,7,Saturday,True
20250406,2025-04-06,2025,2,4,April,15,6,1,Sunday,True
20250407,2025-04-07,2025,2,4,April,15,7,2,Monday,False
20250408,2025-04-08,2025,2,4,April,15,8,3,Tuesday,False
20250409,2025-04-09,2025,2,4,April,15,9,4,Wednesday,False
20250410,2025-04-10,2025,2,4,April,15,10,5,Thursday,False
20250411,2025-04-11,2025,2,4,April,15,11,6,Friday,False
20250412,2025-04-12,2025,2,4,April,15,12,7,Saturday,True
20250413,2025-04-13,2025,2,4,April,16,13,1,Sunday,True
20250414,2025-04-14,2025,2,4,April,16,14,2,Monday,False
20250415,2025-04-15,2025,2,4,April,16,15,3,Tuesday,False
20250416,2025-04-16,2025,2,4,April,16,16,4,Wednesday,False
20250417,2025-04-17,2025,2,4,April,16,17,5,Thursday,False
20250418,2025-04-18,2025,2,4,April,16,18,6,Friday,False
20250419,2025-04-19,2025,2,4,April,16,19,7,Saturday,True
20250420,2025-04-20,2025,2,4,April,17,20,1,Sunday,True
20250421,2025-04-21,2025,2,4,April,17,21,2,Monday,False
20250422,2025-04-22,2025,2,4,April,17,22,3,Tuesday,False
20250423,2025-04-23,2025,2,4,April,17,23,4,Wednesday,False
20250424,2025-04-24,2025,2,4,April,17,24,5,Thursday,False
20250425,2025-04-25,2025,2,4,April,17,25,6,Friday,False
20250426,2025-04-26,2025,2,4,April,17,26,7,Saturday,True
20250427,2025-04-27,2025,2,4,April,18,27,1,Sunday,True
20250428,2025-04-28,2025,2,4,April,18,28,2,Monday,False
20250429,2025-04-29,2025,2,4,April,18,29,3,Tuesday,False
20250430,2025-04-30,2025,2,4,April,18,30,4,Wednesday,False
20250501,2025-05-01,2025,2,5,May,18,1,5,Thursday,False
20250502,2025-05-02,2025,2,5,May,18,2,6,Friday,False
20250503,2025-05-03,2025,2,5,May,18,3,7,Saturday,True
20250504,2025-05-04,2025,2,5,May,19,4,1,Sunday,True
20250505,2025-05-05,2025,2,5,May,19,5,2,Monday,False
20250506,2025-05-06,2025,2,5,May,19,6,3,Tuesday,False
20250507,2025-05-07,2025,2,5,May,19,7,4,Wednesday,False
20250508,2025-05-08,2025,2,5,May,19,8,5,Thursday,False
20250509,2025-05-09,2025,2,5,May,19,9,6,Friday,False
20250510,2025-05-10,2025,2,5,May,19,10,7,Saturday,True
20250511,2025-05-11,2025,2,5,May,20,11,1,Sunday,True
20250512,2025-05-12,2025,2,5,May,20,12,2,Monday,False
20250513,2025-05-13,2025,2,5,May,20,13,3,Tuesday,False
20250514,2025-05-14,2025,2,5,May,20,14,4,Wednesday,False
20250515,2025-05-15,2025,2,5,May,20,15,5,Thursday,False
20250516,2025-05-16,2025,2,5,May,20,16,6,Friday,False
20250517,2025-05-17,2025,2,5,May,20,17,7,Saturday,True
20250518,2025-05-18,2025,2,5,May,21,18,1,Sunday,True
20250519,2025-05-19,2025,2,5,May,21,19,2,Monday,False
20250520,2025-05-20,2025,2,5,May,21,20,3,Tuesday,False
20250521,2025-05-21,2025,2,5,May,21,21,4,Wednesday,False
20250522,2025-05-22,2025,2,5,May,21,22,5,Thursday,False
20250523,2025-05-23,2025,2,5,May,21,23,6,Friday,False
20250524,2025-05-24,2025,2,5,May,21,24,7,Saturday,True
20250525,2025-05-25,2025,2,5,May,22,25,1,Sunday,True
20250526,2025-05-26,2025,2,5,May,22,26,2,Monday,False
20250527,2025-05-27,2025,2,5,May,22,27,3,Tuesday,False
20250528,2025-05-28,2025,2,5,May,22,28,4,Wednesday,False
20250529,2025-05-29,2025,2,5,May,22,29,5,Thursday,False
20250530,2025-05-30,2025,2,5,May,22,30,6,Friday,False
20250531,2025-05-31,2025,2,5,May,22,31,7,Saturday,True
20250601,2025-06-01,2025,2,6,June,23,1,1,Sunday,True
20250602,2025-06-02,2025,2,6,June,23,2,2,Monday,False
20250603,2025-06-03,2025,2,6,June,23,3,3,Tuesday,False
20250604,2025-06-04,2025,2,6,June,23,4,4,Wednesday,False
20250605,2025-06-05,2025,2,6,June,23,5,5,Thursday,False
20250606,2025-06-06,2025,2,6,June,23,6,6,Friday,False
20250607,2025-06-07,2025,2,6,June,23,7,7,Saturday,True
20250608,2025-06-08,2025,2,6,June,24,8,1,Sunday,True
20250609,2025-06-09,2025,2,6,June,24,9,2,Monday,False
20250610,2025-06-10,2025,2,6,June,24,10,3,Tuesday,False
20250611,2025-06-11,2025,2,6,June,24,11,4,Wednesday,False
20250612,2025-06-12,2025,2,6,June,24,12,5,Thursday,False
20250613,2025-06-13,2025,2,6,June,24,13,6,Friday,False
20250614,2025-06-14,2025,2,6,June,24,14,7,Saturday,True
20250615,2025-06-15,2025,2,6,June,25,15,1,Sunday,True
20250616,2025-06-16,2025,2,6,June,25,16,2,Monday,False
20250617,2025-06-17,2025,2,6,June,25,17,3,Tuesday,False
20250618,2025-06-18,2025,2,6,June,25,18,4,Wednesday,False
20250619,2025-06-19,2025,2,6,June,25,19,5,Thursday,False
20250620,2025-06-20,2025,2,6,June,25,20,6,Friday,False
20250621,2025-06-21,2025,2,6,June,25,21,7,Saturday,True
20250622,2025-06-22,2025,2,6,June,26,22,1,Sunday,True
20250623,2025-06-23,2025,2,6,June,26,23,2,Monday,False
20250624,2025-06-24,2025,2,6,June,26,24,3,Tuesday,False
20250625,2025-06-25,2025,2,6,June,26,25,4,Wednesday,False
20250626,2025-06-26,2025,2,6,June,26,26,5,Thursday,False
20250627,2025-06-27,2025,2,6,June,26,27,6,Friday,False
20250628,2025-06-28,2025,2,6,June,26,28,7,Saturday,True
20250629,2025-06-29,2025,2,6,June,27,29,1,Sunday,True
20250630,2025-06-30,2025,2,6,June,27,30,2,Monday,False
20250701,2025-07-01,2025,3,7,July,27,1,3,Tuesday,False
20250702,2025-07-02,2025,3,7,July,27,2,4,Wednesday,False
20250703,2025-07-03,2025,3,7,July,27,3,5,Thursday,False
20250704,2025-07-04,2025,3,7,July,27,4,6,Friday,False
20250705,2025-07-05,2025,3,7,July,27,5,7,Saturday,True
20250706,2025-07-06,2025,3,7,July,28,6,1,Sunday,True
20250707,2025-07-07,2025,3,7,July,28,7,2,Monday,False
20250708,2025-07-08,2025,3,7,July,28,8,3,Tuesday,False
20250709,2025-07-09,2025,3,7,July,28,9,4,Wednesday,False
20250710,2025-07-10,2025,3,7,July,28,10,5,Thursday,False
20250711,2025-07-11,2025,3,7,July,28,11,6,Friday,False
20250712,2025-07-12,2025,3,7,July,28,12,7,Saturday,True
20250713,2025-07-13,2025,3,7,July,29,13,1,Sunday,True
20250714,2025-07-14,2025,3,7,July,29,14,2,Monday,False
20250715,2025-07-15,2025,3,7,July,29,15,3,Tuesday,False
20250716,2025-07-16,2025,3,7,July,29,16,4,Wednesday,False
20250717,2025-07-17,2025,3,7,July,29,17,5,Thursday,False
20250718,2025-07-18,2025,3,7,July,29,18,6,Friday,False
20250719,2025-07-19,2025,3,7,July,29,19,7,Saturday,True
20250720,2025-07-20,2025,3,7,July,30,20,1,Sunday,True
20250721,2025-07-21,2025,3,7,July,30,21,2,Monday,False
20250722,2025-07-22,2025,3,7,July,30,22,3,Tuesday,False
20250723,2025-07-23,2025,3,7,July,30,23,4,Wednesday,False
20250724,2025-07-24,2025,3,7,July,30,24,5,Thursday,False
20250725,2025-07-25,2025,3,7,July,30,25,6,Friday,False
20250726,2025-07-26,2025,3,7,July,30,26,7,Saturday,True
20250727,2025-07-27,2025,3,7,July,31,27,1,Sunday,True
20250728,2025-07-28,2025,3,7,July,31,28,2,Monday,False
20250729,2025-07-29,2025,3,7,July,31,29,3,Tuesday,False
20250730,2025-07-30,2025,3,7,July,31,30,4,Wednesday,False
20250731,2025-07-31,2025,3,7,July,31,31,5,Thursday,False
20250801,2025-08-01,2025,3,8,August,31,1,6,Friday,False
20250802,2025-08-02,2025,3,8,August,31,2,7,Saturday,True
20250803,2025-08-03,2025,3,8,August,32,3,1,Sunday,True
20250804,2025-08-04,2025,3,8,August,32,4,2,Monday,False
20250805,2025-08-05,2025,3,8,August,32,5,3,Tuesday,False
20250806,2025-08-06,2025,3,8,August,32,6,4,Wednesday,False
20250807,2025-08-07,2025,3,8,August,32,7,5,Thursday,False
20250808,2025-08-08,2025,3,8,August,32,8,6,Friday,False
20250809,2025-08-09,2025,3,8,August,32,9,7,Saturday,True
20250810,2025-08-10,2025,3,8,August,33,10,1,Sunday,True
20250811,2025-08-11,2025,3,8,August,33,11,2,Monday,False
20250812,2025-08-12,2025,3,8,August,33,12,3,Tuesday,False
20250813,2025-08-13,2025,3,8,August,33,13,4,Wednesday,False
20250814,2025-08-14,2025,3,8,August,33,14,5,Thursday,False
20250815,2025-08-15,2025,3,8,August,33,15,6,Friday,False
20250816,2025-08-16,2025,3,8,August,33,16,7,Saturday,True
20250817,2025-08-17,2025,3,8,August,34,17,1,Sunday,True
20250818,2025-08-18,2025,3,8,August,34,18,2,Monday,False
20250819,2025-08-19,2025,3,8,August,34,19,3,Tuesday,False
20250820,2025-08-20,2025,3,8,August,34,20,4,Wednesday,False
20250821,2025-08-21,2025,3,8,August,34,21,5,Thursday,False
20250822,2025-08-22,2025,3,8,August,34,22,6,Friday,False
20250823,2025-08-23,2025,3,8,August,34,23,7,Saturday,True
20250824,2025-08-24,2025,3,8,August,35,24,1,Sunday,True
20250825,2025-08-25,2025,3,8,August,35,25,2,Monday,False
20250826,2025-08-26,2025,3,8,August,35,26,3,Tuesday,False
20250827,2025-08-27,2025,3,8,August,35,27,4,Wednesday,False
20250828,2025-08-28,2025,3,8,August,35,28,5,Thursday,False
20250829,2025-08-29,2025,3,8,August,35,29,6,Friday,False
20250830,2025-08-30,2025,3,8,August,35,30,7,Saturday,True
20250831,2025-08-31,2025,3,8,August,36,31,1,Sunday,True
20250901,2025-09-01,2025,3,9,September,36,1,2,Monday,False
20250902,2025-09-02,2025,3,9,September,36,2,3,Tuesday,False
20250903,2025-09-03,2025,3,9,September,36,3,4,Wednesday,False
20250904,2025-09-04,2025,3,9,September,36,4,5,Thursday,False
20250905,2025-09-05,2025,3,9,September,36,5,6,Friday,False
20250906,2025-09-06,2025,3,9,September,36,6,7,Saturday,True
20250907,2025-09-07,2025,3,9,September,37,7,1,Sunday,True
20250908,2025-09-08,2025,3,9,September,37,8,2,Monday,False
20250909,2025-09-09,2025,3,9,September,37,9,3,Tuesday,False
20250910,2025-09-10,2025,3,9,September,37,10,4,Wednesday,False
20250911,2025-09-11,2025,3,9,September,37,11,5,Thursday,False
20250912,2025-09-12,2025,3,9,September,37,12,6,Friday,False
20250913,2025-09-13,2025,3,9,September,37,13,7,Saturday,True
20250914,2025-09-14,2025,3,9,September,38,14,1,Sunday,True
20250915,2025-09-15,2025,3,9,September,38,15,2,Monday,False
20250916,2025-09-16,2025,3,9,September,38,16,3,Tuesday,False
20250917,2025-09-17,2025,3,9,September,38,17,4,Wednesday,False
20250918,2025-09-18,2025,3,9,September,38,18,5,Thursday,False
20250919,2025-09-19,2025,3,9,September,38,19,6,Friday,False
20250920,2025-09-20,2025,3,9,September,38,20,7,Saturday,True
20250921,2025-09-21,2025,3,9,September,39,21,1,Sunday,True
20250922,2025-09-22,2025,3,9,September,39,22,2,Monday,False
20250923,2025-09-23,2025,3,9,September,39,23,3,Tuesday,False
20250924,2025-09-24,2025,3,9,September,39,24,4,Wednesday,False
20250925,2025-09-25,2025,3,9,September,39,25,5,Thursday,False
20250926,2025-09-26,2025,3,9,September,39,26,6,Friday,False
20250927,2025-09-27,2025,3,9,September,39,27,7,Saturday,True
20250928,2025-09-28,2025,3,9,September,40,28,1,Sunday,True
20250929,2025-09-29,2025,3,9,September,40,29,2,Monday,False
20250930,2025-09-30,2025,3,9,September,40,30,3,Tuesday,False
20251001,2025-10-01,2025,4,10,October,40,1,4,Wednesday,False
20251002,2025-10-02,2025,4,10,October,40,2,5,Thursday,False
20251003,2025-10-03,2025,4,10,October,40,3,6,Friday,False
20251004,2025-10-04,2025,4,10,October,40,4,7,Saturday,True
20251005,2025-10-05,2025,4,10,October,41,5,1,Sunday,True
20251006,2025-10-06,2025,4,10,October,41,6,2,Monday,False
20251007,2025-10-07,2025,4,10,October,41,7,3,Tuesday,False
20251008,2025-10-08,2025,4,10,October,41,8,4,Wednesday,False
20251009,2025-10-09,2025,4,10,October,41,9,5,Thursday,False
20251010,2025-10-10,2025,4,10,October,41,10,6,Friday,False
20251011,2025-10-11,2025,4,10,October,41,11,7,Saturday,True
20251012,2025-10-12,2025,4,10,October,42,12,1,Sunday,True
20251013,2025-10-13,2025,4,10,October,42,13,2,Monday,False
20251014,2025-10-14,2025,4,10,October,42,14,3,Tuesday,False
20251015,2025-10-15,2025,4,10,October,42,15,4,Wednesday,False
20251016,2025-10-16,2025,4,10,October,42,16,5,Thursday,False
20251017,2025-10-17,2025,4,10,October,42,17,6,Friday,False
20251018,2025-10-18,2025,4,10,October,42,18,7,Saturday,True
20251019,2025-10-19,2025,4,10,October,43,19,1,Sunday,True
20251020,2025-10-20,2025,4,10,October,43,20,2,Monday,False
20251021,2025-10-21,2025,4,10,October,43,21,3,Tuesday,False
20251022,2025-10-22,2025,4,10,October,43,22,4,Wednesday,False
20251023,2025-10-23,2025,4,10,October,43,23,5,Thursday,False
20251024,2025-10-24,2025,4,10,October,43,24,6,Friday,False
20251025,2025-10-25,2025,4,10,October,43,25,7,Saturday,True
20251026,2025-10-26,2025,4,10,October,44,26,1,Sunday,True
20251027,2025-10-27,2025,4,10,October,44,27,2,Monday,False
20251028,2025-10-28,2025,4,10,October,44,28,3,Tuesday,False
20251029,2025-10-29,2025,4,10,October,44,29,4,Wednesday,False
20251030,2025-10-30,2025,4,10,October,44,30,5,Thursday,False
20251031,2025-10-31,2025,4,10,October,44,31,6,Friday,False
20251101,2025-11-01,2025,4,11,November,44,1,7,Saturday,True
20251102,2025-11-02,2025,4,11,November,45,2,1,Sunday,True
20251103,2025-11-03,2025,4,11,November,45,3,2,Monday,False
20251104,2025-11-04,2025,4,11,November,45,4,3,Tuesday,False
20251105,2025-11-05,2025,4,11,November,45,5,4,Wednesday,False
20251106,2025-11-06,2025,4,11,November,45,6,5,Thursday,False
20251107,2025-11-07,2025,4,11,November,45,7,6,Friday,False
20251108,2025-11-08,2025,4,11,November,45,8,7,Saturday,True
20251109,2025-11-09,2025,4,11,November,46,9,1,Sunday,True
20251110,2025-11-10,2025,4,11,November,46,10,2,Monday,False
20251111,2025-11-11,2025,4,11,November,46,11,3,Tuesday,False
20251112,2025-11-12,2025,4,11,November,46,12,4,Wednesday,False
20251113,2025-11-13,2025,4,11,November,46,13,5,Thursday,False
20251114,2025-11-14,2025,4,11,November,46,14,6,Friday,False
20251115,2025-11-15,2025,4,11,November,46,15,7,Saturday,True
20251116,2025-11-16,2025,4,11,November,47,16,1,Sunday,True
20251117,2025-11-17,2025,4,11,November,47,17,2,Monday,False
20251118,2025-11-18,2025,4,11,November,47,18,3,Tuesday,False
20251119,2025-11-19,2025,4,11,November,47,19,4,Wednesday,False
20251120,2025-11-20,2025,4,11,November,47,20,5,Thursday,False
20251121,2025-11-21,2025,4,11,November,47,21,6,Friday,False
20251122,2025-11-22,2025,4,11,November,47,22,7,Saturday,True
20251123,2025-11-23,2025,4,11,November,48,23,1,Sunday,True
20251124,2025-11-24,2025,4,11,November,48,24,2,Monday,False
20251125,2025-11-25,2025,4,11,November,48,25,3,Tuesday,False
20251126,2025-11-26,2025,4,11,November,48,26,4,Wednesday,False
20251127,2025-11-27,2025,4,11,November,48,27,5,Thursday,False
20251128,2025-11-28,2025,4,11,November,48,28,6,Friday,False
20251129,2025-11-29,2025,4,11,November,48,29,7,Saturday,True
20251130,2025-11-30,2025,4,11,November,49,30,1,Sunday,True
20251201,2025-12-01,2025,4,12,December,49,1,2,Monday,False
20251202,2025-12-02,2025,4,12,December,49,2,3,Tuesday,False
20251203,2025-12-03,2025,4,12,December,49,3,4,Wednesday,False
20251204,2025-12-04,2025,4,12,December,49,4,5,Thursday,False
20251205,2025-12-05,2025,4,12,December,49,5,6,Friday,False
20251206,2025-12-06,2025,4,12,December,49,6,7,Saturday,True
20251207,2025-12-07,2025,4,12,December,50,7,1,Sunday,True
20251208,2025-12-08,2025,4,12,December,50,8,2,Monday,False
20251209,2025-12-09,2025,4,12,December,50,9,3,Tuesday,False
20251210,2025-12-10,2025,4,12,December,50,10,4,Wednesday,False
20251211,2025-12-11,2025,4,12,December,50,11,5,Thursday,False
20251212,2025-12-12,2025,4,12,December,50,12,6,Friday,False
20251213,2025-12-13,2025,4,12,December,50,13,7,Saturday,True
20251214,2025-12-14,2025,4,12,December,51,14,1,Sunday,True
20251215,2025-12-15,2025,4,12,December,51,15,2,Monday,False
20251216,2025-12-16,2025,4,12,December,51,16,3,Tuesday,False
20251217,2025-12-17,2025,4,12,December,51,17,4,Wednesday,False
20251218,2025-12-18,2025,4,12,December,51,18,5,Thursday,False
20251219,2025-12-19,2025,4,12,December,51,19,6,Friday,False
20251220,2025-12-20,2025,4,12,December,51,20,7,Saturday,True
20251221,2025-12-21,2025,4,12,December,52,21,1,Sunday,True
20251222,2025-12-22,2025,4,12,December,52,22,2,Monday,False
20251223,2025-12-23,2025,4,12,December,52,23,3,Tuesday,False
20251224,2025-12-24,2025,4,12,December,52,24,4,Wednesday,False
20251225,2025-12-25,2025,4,12,December,52,25,5,Thursday,False
20251226,2025-12-26,2025,4,12,December,52,26,6,Friday,False
20251227,2025-12-27,2025,4,12,December,52,27,7,Saturday,True
20251228,2025-12-28,2025,4,12,December,53,28,1,Sunday,True
20251229,2025-12-29,2025,4,12,December,53,29,2,Monday,False
20251230,2025-12-30,2025,4,12,December,53,30,3,Tuesday,False
20251231,2025-12-31,2025,4,12,December,53,31,4,Wednesday,False
20260101,2026-01-01,2026,1,1,January,1,1,5,Thursday,False
20260102,2026-01-02,2026,1,1,January,1,2,6,Friday,False
20260103,2026-01-03,2026,1,1,January,1,3,7,Saturday,True
20260104,2026-01-04,2026,1,1,January,2,4,1,Sunday,True
20260105,2026-01-05,2026,1,1,January,2,5,2,Monday,False
20260106,2026-01-06,2026,1,1,January,2,6,3,Tuesday,False
20260107,2026-01-07,2026,1,1,January,2,7,4,Wednesday,False
20260108,2026-01-08,2026,1,1,January,2,8,5,Thursday,False
20260109,2026-01-09,2026,1,1,January,2,9,6,Friday,False
20260110,2026-01-10,2026,1,1,January,2,10,7,Saturday,True
20260111,2026-01-11,2026,1,1,January,3,11,1,Sunday,True
20260112,2026-01-12,2026,1,1,January,3,12,2,Monday,False
20260113,2026-01-13,2026,1,1,January,3,13,3,Tuesday,False
20260114,2026-01-14,2026,1,1,January,3,14,4,Wednesday,False
20260115,2026-01-15,2026,1,1,January,3,15,5,Thursday,False
20260116,2026-01-16,2026,1,1,January,3,16,6,Friday,False
20260117,2026-01-17,2026,1,1,January,3,17,7,Saturday,True
20260118,2026-01-18,2026,1,1,January,4,18,1,Sunday,True
20260119,2026-01-19,2026,1,1,January,4,19,2,Monday,False
20260120,2026-01-20,2026,1,1,January,4,20,3,Tuesday,False
20260121,2026-01-21,2026,1,1,January,4,21,4,Wednesday,False
20260122,2026-01-22,2026,1,1,January,4,22,5,Thursday,False
20260123,2026-01-23,2026,1,1,January,4,23,6,Friday,False
20260124,2026-01-24,2026,1,1,January,4,24,7,Saturday,True
20260125,2026-01-25,2026,1,1,January,5,25,1,Sunday,True
20260126,2026-01-26,2026,1,1,January,5,26,2,Monday,False
20260127,2026-01-27,2026,1,1,January,5,27,3,Tuesday,False
20260128,2026-01-28,2026,1,1,January,5,28,4,Wednesday,False
20260129,2026-01-29,2026,1,1,January,5,29,5,Thursday,False
20260130,2026-01-30,2026,1,1,January,5,30,6,Friday,False
20260131,2026-01-31,2026,1,1,January,5,31,7,Saturday,True
20260201,2026-02-01,2026,1,2,February,6,1,1,Sunday,True
20260202,2026-02-02,2026,1,2,February,6,2,2,Monday,False
20260203,2026-02-03,2026,1,2,February,6,3,3,Tuesday,False
20260204,2026-02-04,2026,1,2,February,6,4,4,Wednesday,False
20260205,2026-02-05,2026,1,2,February,6,5,5,Thursday,False
20260206,2026-02-06,2026,1,2,February,6,6,6,Friday,False
20260207,2026-02-07,2026,1,2,February,6,7,7,Saturday,True
20260208,2026-02-08,2026,1,2,February,7,8,1,Sunday,True
20260209,2026-02-09,2026,1,2,February,7,9,2,Monday,False
20260210,2026-02-10,2026,1,2,February,7,10,3,Tuesday,False
20260211,2026-02-11,2026,1,2,February,7,11,4,Wednesday,False
20260212,2026-02-12,2026,1,2,February,7,12,5,Thursday,False
20260213,2026-02-13,2026,1,2,February,7,13,6,Friday,False
20260214,2026-02-14,2026,1,2,February,7,14,7,Saturday,True
20260215,2026-02-15,2026,1,2,February,8,15,1,Sunday,True
20260216,2026-02-16,2026,1,2,February,8,16,2,Monday,False
20260217,2026-02-17,2026,1,2,February,8,17,3,Tuesday,False
20260218,2026-02-18,2026,1,2,February,8,18,4,Wednesday,False
20260219,2026-02-19,2026,1,2,February,8,19,5,Thursday,False
20260220,2026-02-20,2026,1,2,February,8,20,6,Friday,False
20260221,2026-02-21,2026,1,2,February,8,21,7,Saturday,True
20260222,2026-02-22,2026,1,2,February,9,22,1,Sunday,True
20260223,2026-02-23,2026,1,2,February,9,23,2,Monday,False
20260224,2026-02-24,2026,1,2,February,9,24,3,Tuesday,False
20260225,2026-02-25,2026,1,2,February,9,25,4,Wednesday,False
20260226,2026-02-26,2026,1,2,February,9,26,5,Thursday,False
20260227,2026-02-27,2026,1,2,February,9,27,6,Friday,False
20260228,2026-02-28,2026,1,2,February,9,28,7,Saturday,True
20260301,2026-03-01,2026,1,3,March,10,1,1,Sunday,True
20260302,2026-03-02,2026,1,3,March,10,2,2,Monday,False
20260303,2026-03-03,2026,1,3,March,10,3,3,Tuesday,False
20260304,2026-03-04,2026,1,3,March,10,4,4,Wednesday,False
20260305,2026-03-05,2026,1,3,March,10,5,5,Thursday,False
20260306,2026-03-06,2026,1,3,March,10,6,6,Friday,False
20260307,2026-03-07,2026,1,3,March,10,7,7,Saturday,True
20260308,2026-03-08,2026,1,3,March,11,8,1,Sunday,True
20260309,2026-03-09,2026,1,3,March,11,9,2,Monday,False
20260310,2026-03-10,2026,1,3,March,11,10,3,Tuesday,False
20260311,2026-03-11,2026,1,3,March,11,11,4,Wednesday,False
20260312,2026-03-12,2026,1,3,March,11,12,5,Thursday,False
20260313,2026-03-13,2026,1,3,March,11,13,6,Friday,False
20260314,2026-03-14,2026,1,3,March,11,14,7,Saturday,True
20260315,2026-03-15,2026,1,3,March,12,15,1,Sunday,True
20260316,2026-03-16,2026,1,3,March,12,16,2,Monday,False
20260317,2026-03-17,2026,1,3,March,12,17,3,Tuesday,False
20260318,2026-03-18,2026,1,3,March,12,18,4,Wednesday,False
20260319,2026-03-19,2026,1,3,March,12,19,5,Thursday,False
20260320,2026-03-20,2026,1,3,March,12,20,6,Friday,False
20260321,2026-03-21,2026,1,3,March,12,21,7,Saturday,True
20260322,2026-03-22,2026,1,3,March,13,22,1,Sunday,True
20260323,2026-03-23,2026,1,3,March,13,23,2,Monday,False
20260324,2026-03-24,2026,1,3,March,13,24,3,Tuesday,False
20260325,2026-03-25,2026,1,3,March,13,25,4,Wednesday,False
20260326,2026-03-26,2026,1,3,March,13,26,5,Thursday,False
20260327,2026-03-27,2026,1,3,March,13,27,6,Friday,False
20260328,2026-03-28,2026,1,3,March,13,28,7,Saturday,True
20260329,2026-03-29,2026,1,3,March,14,29,1,Sunday,True
20260330,2026-03-30,2026,1,3,March,14,30,2,Monday,False
20260331,2026-03-31,2026,1,3,March,14,31,3,Tuesday,False
20260401,2026-04-01,2026,2,4,April,14,1,4,Wednesday,False
20260402,2026-04-02,2026,2,4,April,14,2,5,Thursday,False
20260403,2026-04-03,2026,2,4,April,14,3,6,Friday,False
20260404,2026-04-04,2026,2,4,April,14,4,7,Saturday,True
20260405,2026-04-05,2026,2,4,April,15,5,1,Sunday,True
20260406,2026-04-06,2026,2,4,April,15,6,2,Monday,False
20260407,2026-04-07,2026,2,4,April,15,7,3,Tuesday,False
20260408,2026-04-08,2026,2,4,April,15,8,4,Wednesday,False
20260409,2026-04-09,2026,2,4,April,15,9,5,Thursday,False
20260410,2026-04-10,2026,2,4,April,15,10,6,Friday,False
20260411,2026-04-11,2026,2,4,April,15,11,7,Saturday,True
20260412,2026-04-12,2026,2,4,April,16,12,1,Sunday,True
20260413,2026-04-13,2026,2,4,April,16,13,2,Monday,False
20260414,2026-04-14,2026,2,4,April,16,14,3,Tuesday,False
20260415,2026-04-15,2026,2,4,April,16,15,4,Wednesday,False
20260416,2026-04-16,2026,2,4,April,16,16,5,Thursday,False
20260417,2026-04-17,2026,2,4,April,16,17,6,Friday,False
20260418,2026-04-18,2026,2,4,April,16,18,7,Saturday,True
20260419,2026-04-19,2026,2,4,April,17,19,1,Sunday,True
20260420,2026-04-20,2026,2,4,April,17,20,2,Monday,False
20260421,2026-04-21,2026,2,4,April,17,21,3,Tuesday,False
20260422,2026-04-22,2026,2,4,April,17,22,4,Wednesday,False
